Title,id,Samling,Nr,Titel,Dato,speaker_id,text,Date,doc_id,Name,Year,Parti,Period,.groups
Jacob Jensen,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2704,": tak til ministeren for kommentarerne. der er tale om 0,1-0,2 års‐ værk, og noget af det skal ligge i aarhus, så det der med mere aktivitet i slagelse er måske til at overse. men altså, ude på sjælland er vi nøjsomme, så vi tager med, hvad vi kan få. når det så er sagt, er det jo mere opgavevaretagelsen, kan man sige, som vi ligesom har været skeptiske over for, og det er jo ikke, fordi man kan sige, at det ligesom stråler ud af den centrale myndighed, at det er blevet håndteret. som også ministeren selv siger, skal der ryddes op, ja, men altså udfordringen har jo netop været i den centrale myndig‐ hed i forhold til eksempelvis placeringstilladelser, eksempelvis med opdatering af foderindberetninger osv. osv. det er bare for lige at nuancere billedet af, at man nu rydder op for så til gengæld at flytte det ind der, hvor problemet faktisk har været med noget af det her. når det så er sagt, vil jeg bare spørge til det, som vi ligesom foreslog, og som jeg kan forstå flere af mine borgerlige kollegaer er enige i, altså om vi kan få lov til at opdele lovforslaget i to. for vi vil meget gerne støtte den første del, altså eu-implementeringen, men som bekendt er vi jo imod den politiske aftale, som har med den anden del at gøre. os, der har ønsket politisk at få styr på området, men jo også for erhvervet. i forhold til den anden del, opdelingen af lovforslaget, er det jo helt fair, at der er nogen, der har en anden politisk holdning, og at der kan være nogle dele, man vil støtte, og andre ikke, og her har det jo sådan set bund i hver sin ting, men vi syntes, det var smart, fordi det handlede om samme lovgivning. derfor vil jeg i hvert fald ikke stå i vejen for, at man kan dele det op.",2020-10-22T15:39:00Z,1896,Jacob Jensen,2020,Venstre,2019-,23
Karen Ellemann,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2705,"miljøministeren lea wermelin : jeg tror ikke, vi bliver enige om hele tilsynsdelen, altså at miljøsty‐ relsen skulle have været dårligere end kommunerne, men det, jeg hæfter mig ved, er jo, at den ene kommune har givet udtryk for jeg har også selv mødtes med hedensteds borgmester, som har udtrykt det ønske at staten skulle overtage. det synes jeg er værd at lytte til, også fordi vi har set, at der har været så mange problemer med netop at holde styr på det grundlag, som tilsynet skulle sikre var på plads. derfor mener jeg også, at det er en god løsning, ikke bare for det næste punkt på dagsordenen er: 13 1. behandling af lovforslag nr. : forslag til lov om ændring af byggeloven. hjemmel til, at kommunalbestyrelsen kan delegere kompetencen til at udstede påbud og forbud til redningsberedskaberne ved brandsyn og torsdag den 22. oktober 2020 præcisering af hjemmel til krav om driftsmæssige foranstaltnin‐ ger i bestående bebyggelse . af boligministeren kaare dybvad bek . fremsættelse 07.10.2020 . : der var ikke en anden bemærkning, så tak til ministeren. da der ikke er flere, som har bedt om ordet, er forhandlingen sluttet. jeg foreslår, at lovforslaget henvises til miljø- og fødevareudvalget. hvis ingen gør indsigelse, betragter jeg dette som vedtaget. det er vedtaget. det næste punkt på dagsordenen er: 11 1. behandling af lovforslag nr. : forslag til lov om ændring af lov om byfornyelse og udvikling af byer og lov om almene boliger m.v. sammenlægning af bygge‐ skadefonden og byggeskadefonden vedrørende bygningsfornyel‐ se, og ophør af fremtidig skadesdækning ved bygningsfornyelse m.v. . af boligministeren kaare dybvad bek . fremsættelse 07.10.2020 . punktet er udgået af dagsordenen . det næste punkt på dagsordenen er: 12 1. behandling af lovforslag nr. : forslag til lov om ændring af lov om almene boliger m.v. og lov om leje af almene boliger. støtte til etablering og drift af midlertidigt husly til uddannelsessøgende, den almene boligsek‐ tors overgang til digital post og forsøg med opsigelse af lejere i almene ældre- og plejeboliger . af boligministeren kaare dybvad bek . fremsættelse 07.10.2020 . punktet er udgået af dagsordenen . : ministeren. punktet er udgået af dagsordenen . det næste punkt på dagsordenen er: 14 1. behandling af lovforslag nr. : forslag til lov om ændring af lov om elektroniske kommunikati‐ onsnet og -tjenester, lov om radiofrekvenser og forskellige andre love. implementering af direktiv om oprettelse af en europæisk kodeks for elektronisk kommunikation omarbejdning m.v. . af klima-, energi- og forsyningsministeren dan jørgensen . fremsættelse 08.10.2020. omtrykt . 57 ordfører ",2020-10-22T15:40:00Z,1897,Karen Ellemann,2020,Venstre,2019-,23
Kasper Roug,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2706,": tak for det, formand. danmark er et højteknologisk land, og vi er afhængige af vores digitale infrastruktur, og det kræver, at vi følger med den teknologiske udvikling og sikrer, at vores lovgivning afspejler den. lovforslaget, vi behandler i dag, er en udmøntning af dele af et teledirektiv fra december 2018. det indebærer en opret‐ telse af en europæisk kodeks for elektronisk kommunikation. det vil være en modernisering af vores telelovgivning, som skal bidrage til mere konkurrence på telemarkedet, øge etableringen af ny og moderne infrastruktur og styrke investeringsincitamenterne, der kan give bedre mulighed for dækning i hele danmark. konkret indeholder lovforslaget fire punkter, der omhandler bl.a. stimulering af investeringsincitamenterne, som jeg omtalte lige før, harmoniseret forvaltning af frekvenstilladelser og stærkere beskyt‐ telse af forbrugerne. og sluttelig fremmer lovforslaget udrulning af digital infrastruktur. derudover indebærer lovforslaget også en ændring af gældende lovgivning, som ikke er udtryk for en direkti‐ vimplementering. det gælder en præcisering af telelovens § 13 med henblik på at tydeliggøre forpligtelserne, der påhviler teleudbyderne i forbindelse med udlevering af oplysninger og adgang til elektro‐ niske kommunikationstjenester til hjælp for politiet. reglerne, der tidligere har været uklare, og formålet med præciseringen er at skabe en klart afgrænset hjemmel til, at politiet kan indhente indledende oplysninger, der gør det muligt at fastlægge en sammenhæng mellem fysiske personer og kommunikationsenheder. lovforslaget er udarbejdet i overensstemmelse med det brede teleforlig fra maj 2018 og understøtter forligets centrale principper om markedsbaseret udrulning og teknologineutralitet. derfor bakker socialdemokratiet op om lovforslaget.",2020-10-22T15:42:00Z,1898,Kasper Roug,2020,Socialdemokratiet,2019-,23
Kristian Hegaard,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2707,": tak for det. for 2 uger siden kom der en ny eu-afgørelse, som slår fast, at de generelle og udifferentierede danske logningsregler den måde, vi håndterer det på fortsat er i strid med eu-retten. det har jeg selvfølgelig forståelse for at man på det tidspunkt, hvor lovforslaget blev fremsat, ikke har kunnet nå at tage højde for og iagttage. men mener ordføreren ikke, at det lige er en postgang for tidligt at ændre telelovens § 13, sådan at politiet kan indhente imeinumre uden retskendelse? det er jo kun noget, som teleselskaberne er forpligtet til at opbevare som følge af de nuværende logningsreg‐ ler, som der på baggrund af den nye eu-afgørelse kan sås tvivl om hvorvidt overhovedet er tilladt altså hvorvidt det overhovedet er tilladt at indsamle logning på den måde. skulle man ikke lige tænke sig en ekstra gang om og så vente med at ændre telelovens § 13, sådan som der er lagt op til her?",2020-10-22T15:43:00Z,1899,Kristian Hegaard,2020,Radikale Venstre,2019-,23
Aaja Chemnitz Larsen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,1016,": mange tak for ordet. jeg startede sådan set dagen med at ville holde en helt anden tale end den, jeg kommer til at holde i dag. så selv om det har været en rigtig lang dag, håber jeg, at i vil lytte efter, og så kommer sjúrður skaale sikkert på og fortæller noget rigtig sjovt lidt senere. selvstyret var sådan set tænkt som et samarbejdsprojekt, men det ender indimellem som en kampplads. her har både grønlandske og danske politikere et ansvar. politiske modstandere i grønland taler om politisk selvstændighed, som om det sker i morgen. det kommer ikke til at ske. og hvis vi ville, kunne vi i øvrigt også bare gøre det. selv om det har sine mangler, vælger jeg aktivt selvstyret, og jeg vil gerne samarbejde. jeg vil gerne kæmpe for at forbedre selvstyret og det rigsfællesskab, som vi har i dag. det skal være i evig udvik‐ ling, og ikke mindst er det vigtigt, at vi udvikler det grønlandske samfund. som en del af vores selvstyre modtager grønland hvert år et bloktilskud fra danmark. den økonomiske afhængighed slider på grønlands selvbillede og en vision om et mere selvstyrende land. det er afgørende, at vi hjemme i grønland kommer i arbejdstøjet i forhold til at styrke vores økonomi, og hertil er der også et behov for et massivt løft af velfærden og en klar vision for grønlands fremtid. derfor vil jeg gerne i dag dele min vision for grønland, herunder hvordan vi skal samarbejde med danmark. grønland er en stolt fiskerination, og vi er gode til det. vi skal ikke være en råstofnation eller en turismenation: det skal være en vigtig supplerende indtægt til fiskeriet, og det skal være med til at konsolidere grønlands øko‐ nomi, ikke være den primære indtægtskilde. man kunne forestille sig hvis der var et hav af miner i grønland eller masseturisme at det ikke ville være bæredygtigt, det ikke ville være grønt, men det kan fiskeriet sådan set godt være, hvis vi forvalter det ordentligt. grønland skal derfor udvikle sit fiskeri og gøre mere af det, som vi er gode til, for vi har brug for en stærkere økonomi i grønland. her er et godt samarbejde med danmark vigtigt. og her vil jeg gerne fremhæve det gode samarbejde, der er mellem vækstfonden og green adventure, og det er sådan set lidt af en overset solstråle‐ historie, som jeg gerne vil fortælle om. regeringen afsatte for nogle år tilbage 200 mio. kr., og naalak‐ kersuisut afsatte ligeledes nogle penge. det var ud fra et genialt princip om balanceret ligeværd, for selvfølgelig skal grønland selv bidrage til grønlands udvikling, så det ikke bliver en sovepude, at danmark betaler. den grønlandske pensionskasse sisa spyttede 100 mio. kr. i samarbejdet, og helt konkret har det betydet, at det grønlandske familieejede flyttefirma usisaat fik tilført 20 mio. kr. fra den her pulje, som faktisk voksede til 100 mio. kr. suppleret med private investeringer og lån. med andre ord skaber vi professionalisering og udvikling af grønlandske selskaber, og et samarbejde mellem regeringen og naa‐ lakkersuisut kan hurtigt være med til at tiltrække de her investeringer udefra fra private og de her lån, som er nødvendige for at booste grønlands erhvervsliv. de 2 mio. kr. kan vokse til faktisk helt op til 1 mia. kr. det synes vi er interessant. sammen med uddannelse mener vi nemlig at erhvervsudvikling er helt centralt for at styrke det grønlandske samfund. det kommer både det grønlandske erhvervs‐ liv, den grønlandske økonomi og dermed også den grønlandske vel‐ færd i grønland til gode. personligt mener jeg faktisk også, at vi skal være færre steder end de knap 80 bosteder, som vi har i dag i grønland. byerne skal udvikles. driftige bygder skal bevares, og andre bygder lukkes naturligt ned. her skal vi være med til at sikre, at folk bliver hjul‐ pet ind til byerne på en skånsom måde, på en klog måde, og til gengæld skal vi sikre og love bedre velfærd. i dag mangler vi f.eks. kommunefogeder i seks bygder på trods af en mangeårig indsats her i folketinget. det er tankevækkende, særlig når det eneste krav, man sådan set stiller, er en ren straffeattest. konsekvensen er anarki og lovløshed, når vi ikke har lovens lange arm ude i bygderne. det her drejer sig også om bygder med en historik om mange overgreb på børn. det kan vi ikke være bekendt. derfor kommer jeg med det her meget modige forslag, for jeg mener, at naalakkersuisut burde nytænke vores bosætningsmønster og se det som en måde, vi kan højne velfærden på. jeg ved godt, det er en brandvarm kartoffel at tage op her i folke‐ tinget, og jeg mener også, det er en debat, der skal tages hjemme i grønland. men jeg synes, det er vigtigt at tage op, sådan at de mange opgaver, som staten også løser i grønland, kan løses bedre end ved den måde, de bliver løst på i dag. min mor er selv vokset op i en bygd i arsuk i sydgrønland, og hun er forståeligt meget stolt af det. min mor voksede op med at hente vand og hente kul, dengang hun var barn. jeg har aldrig nogen sinde kendt til andet end at åbne for vandhanen og trykke på en knap på ovnen, når den skulle tændes. min generation og dem, der kommer efter os, er privilegeret i mine øjne. men de privilegier gælder ikke alle steder i grønland. min oldemor døde af kræft i den selv samme bygd mange år efter uden at blive tilset af en længe. og jeg synes, det er uværdigt, at sundhedsbetjeningen i grønland daler og daler, og særlig ude i bygderne, hvor de er mere sårbare. det samme gælder også socialpolitikken, hvor naalakkersuisut åbent har erkendt en mangelfuld indsats og endte med at bede om hjælp fra danmark. som det er nu, har vi brug for et samarbejde med danmark, men min vision er, at vi i fremtiden skal være et forbillede i forhold til at skabe innovative sociale løsninger for de allermest udsatte børn i grønland. til det mener jeg at der er brug for en målrettet tidlig indsats for at knække kurven. jeg tror derfor, at løsningen på bedre velfærd i grønland er, at vi samler os på færre steder, og at vi gene‐ relt bliver flere mennesker i grønland. derfor har vi også kæmpet for en fast track-ordning, så veluddannet arbejdskraft nemmere kan flytte til grønland selvfølgelig samtidig med at vi uddanner vores egne. når vi bliver flere og samler os i de større byer, skal boligpolitik‐ ken selvfølgelig også følge med. i dag bygger vi i de byer, hvor man bliver færre indbyggere, mens nuuk, vores hovedstad, er udsultet på grund af boligpolitikken i naalakkersuisut. jeg har sagt det før: i de byer, hvor der er arbejde, er der ikke boliger, og i de bosteder, hvor der er boliger, er der ikke arbejde. det er skævt, og det er vi simpelt hen nødt til at ændre. det kræver mod, det kræver mod af mig, det kræver mod af naalakkersuisut derhjemme, det kræver politisk mod. og det kræver også en national planlægning, som kigger mere end én valgperiode frem. jeg tror godt, man kan gøre det klogt og nænsomt med respekt for folks ønsker, og jeg mener faktisk, at det er uansvarligt ikke at turde tale om vores bosætningsmønster i grønland 5, 10 eller 15 år ud i fremtiden. igennem det, som i virkeligheden kun er en menneskealder, har grønland gennemgået en rivende udvikling. mange ting er lykkedes, men udviklingen har også været mangelfuld og er kørt ud på et sidespor. politiske skandaler om nepotisme, korruption og dårlig dømmekraft i naalakkersuisut står i kø i grønlandsk politik i disse dage. alt for mange borgeres hverdag er blevet for hård, uligheden torsdag den 8. oktober 2020 er steget, og vi har negligeret vigtige dagsordener, fordi de er svære at snakke om. for næsten 70 år siden talte den grønlandske politiker hr. augo lynge til den første forsamling af det grønlandske landsråd. et af hans hovedbudskaber var, at grønland ikke kan undvære danmark, og at danmark i øvrigt ikke kan undvære grønland. de ord mener jeg stadig er gyldige. nu er vi . jeg tror, at de politikere, som vi står på skuldrene af, havde større forhåbninger om en højere grad af udvikling i det grønlandske samfund, og jeg tror også, at de ville have haft højere forventninger til den politiske ledelse af grønland. senere i år kommer der en historisk udredning af forløbet om‐ kring eksperimentbørnene og også en længe ventet og velfortjent undskyldning. fra inuit ataqatigiits side vil vi opfordre til, at for‐ manden for naalakkersuisut og statsministeren sætter sig sammen og bliver enige om, hvad det er for nogle nedslag i historien, vi skal rette op på. derudover tror jeg, det er vigtigt, at vi ser fremad. jeg synes, det er tankevækkende, at det er en gruppe studerende fra marselisborg gymnasium, som efterlyser mere viden om grønland. jeg synes, at det ville være forfriskende, hvis vi så mange flere rejseprogrammer, madprogrammer, boligprogrammer om grønland, som også fortæller om det kæmpe potentiale og alle de gode ting, vi har at byde på: eller at regeringen tog initiativ til en rigsfællesskabspulje under det danske filminstitut, så vi via film og billeder kunne se film både af grønlændere og om grønlændere. vi har rigtig mange dygtige folk på det område. tak for ordet.",2020-10-08T19:28:00Z,19,Aaja Chemnitz Larsen,2020,Inuit Ataqatigiit,2019-,23
Karen Ellemann,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2708,": tak til ordføreren. der er ønske om en kort bemærkning fra hr. kristian hegaard, radikale venstre. værsgo.",2020-10-22T15:43:00Z,1900,Karen Ellemann,2020,Venstre,2019-,23
Kasper Roug,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2709,": tak for det. der er ingen tvivl om, at socialdemokratiet bakker op om det forslag, der er kommet her, og bakker op om, at vi selvfølge‐ lig implementerer det eu-direktiv, der nu kommer fra eu, til vores fælles bedste. der er heller ingen tvivl om, at vi går konstruktivt ind i udvalgsarbejdet. dermed tænker jeg, at vi kommer til at se på det mere konkret, i forhold til hvordan vi tilskærer det samlede lovforslag, så det passer bedst muligt.",2020-10-22T15:43:00Z,1901,Kasper Roug,2020,Socialdemokratiet,2019-,23
Sophie Løhde,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,270,": på en eller anden måde skulle man tro, at hr. jesper petersen havde misset afslutningsdebatten her i folketinget, men nu er vi altså i gang med åbningsdebatten. de ting, som hr. jesper petersen udmær‐ ket fik svar på i afslutningsdebatten, kan vi godt tage en diskussion om igen til åbningsdebatten, men det ændrer bare ikke det svar, som hr. jakob ellemann-jensen gav dengang. danmark bliver ikke rigere af, at den her regering fører en politik, hvor man beskatter danske iværksættere mere frem for mindre. danmark bliver ikke rigere af, at man trækker 10.000 ud af beskæftigelsen, som den her regering torsdag den 8. oktober 2020 gør. det betyder færre penge til den grønne omstilling, færre penge til vores fælles velfærd.",2020-10-08T10:15:00Z,1902,Sophie Løhde,2020,Venstre,2019-,23
Karen Ellemann,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2710,": ordføreren. forhandling : forhandlingen er åbnet. den første ordfører kommer fra socialde‐ mokratiet, og det er hr. kasper roug. velkommen til. : hr. kristian hegaard.",2020-10-22T15:44:00Z,1903,Karen Ellemann,2020,Venstre,2019-,23
Kristian Hegaard,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2711,": nu spurgte jeg ikke ind til, om socialdemokraterne bakker op om lovforslaget. det hørte jeg godt før at man gjorde. det, jeg spørger ind til, er, hvad ordføreren mener om den nye eu-afgørelse, der er kommet. den sår tvivl om den måde, danmark generelt og udiffe‐ rentieret indsamler og indhenter logningsdata på. er det fuldstændig uden betydning for det her, eller skulle man lige vente en ekstra gang med på den måde at tillade, at politiet kan indhente de her oplysninger uden retskendelse?",2020-10-22T15:45:00Z,1904,Kristian Hegaard,2020,Radikale Venstre,2019-,23
Kasper Roug,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2713,": tak for det. der er jo ingen tvivl om, at når vi går ind i udvalgs‐ samarbejdet senere, vil vi selvfølgelig kigge på, om der kommer nogle afgørelser fra eu, som strider imod det her lovforslag. og så kigger vi selvfølgelig på, hvordan vi bedst muligt kan tilpasse lovgivningen, så den selvfølgelig ikke strider imod de eu-direktiver og eu-beslutninger, der kommer.",2020-10-22T15:45:00Z,1906,Kasper Roug,2020,Socialdemokratiet,2019-,23
Karen Ellemann,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2714,": tak til ordføreren. der er ikke flere korte bemærkninger til ordføre‐ ren. den næste ordfører kommer fra venstre, og det er hr. christoffer aagaard melson. velkommen. 58 torsdag den 22. oktober 2020 ordfører ",2020-10-22T15:46:00Z,1907,Karen Ellemann,2020,Venstre,2019-,23
Christoffer Aagaard Melson,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2715,": tak for ordet. det er et meget omfattende lovforslag, vi står med i dag. det er i vores øjne også et rigtig fint lovforslag. jeg tænker, at det er sådan en dag som i dag, at det med så stort et lovforslag er på sin plads at sende en tak til de medarbejdere, der har lavet et meget, meget stort og grundigt stykke arbejde med den her lovgivning. jeg synes, det er rigtig fornuftigt, at vi samtænker implementerin‐ gen af eu s teledirektiv med en opdatering og forbedring af lovgiv‐ ningen på stort set hele teleområdet. jeg vil ikke gentage alle de områder, vi får forbedret og opdateret i den her omgang, men jeg vil godt blot fremhæve nogle af elementerne. overordnet synes vi, at lovforslaget på fin vis understøtter de centrale principper i teleforliget fra 2018, som hr. kasper roug også nævnte, om markedsbaseret udrulning og teknologineutralitet, fokus på at skabe gode rammevilkår på teleområdet og ambitionen om, at danmark skal være førende i forhold til udrulning af 5g. forslaget vil skabe større konkurrence og større forudsigelighed og regulering, så moderne kommunikationsnet og -tjenester kan udbredes i dan‐ mark. endvidere sigtes der mod en mere harmoniseret forvaltning af radiofrekvenser og en højere grad af forudsigelighed i forhold til til‐ delingen af frekvenstilladelser, så vi får nogle bedre incitamenter til at investere i digital infrastruktur. lovforslaget giver også en stærke‐ re forbrugerbeskyttelse, der sikrer gennemsigtighed og understøtter borgernes valgfrihed. alt i alt betyder det, at borgerne i danmark fremadrettet vil opleve bedre teledækning, hurtigere hastighed og bedre priser, fordi rammevilkårene for telebranchen forbedres. der er dog også nogle ting, vi gerne vil have afklaret og forbedret i forbindelse med udvalgsbehandlingen. på nogle enkelte områder går lovforslaget videre end direktivet og vil resultere i dansk ene‐ gang i eu. det drejer sig om machine to machine, m2m-regulering, som vedrører de mange nye apparater, der i fremtiden vil være digi‐ tale. i høringssvarene bliver der givet udtryk for en bekymring for, at den her regulering kan bidrage til at skabe ulige konkurrencevilkår mellem eu-landene, og branchen vil derfor gerne afvente den fælles eu-lovgivning på området, der er undervejs. det er ikke, fordi vi er uenige i målsætningen med den lovgivning, der foreslås, men vi vil bare gerne ligesom have en diskussion om, om fordelene ved at komme først står mål med omkostningerne ved, at vi eventuelt bliver nødt til at lave tingene om, når der kommer eu-regulering. det samme gælder i forhold til den foreslåede regel om, at det skal være muligt at sende en sms til 112. det synes vi også er en god idé, men der opstår også nogle problemer, fordi man kommer på forkant med en eu-lovgivning, der er på vej. branchen peger bl.a. på nogle tekniske udfordringer i forhold til udenlandske borge‐ re, der kommer til danmark. hvordan håndterer man deres sms er osv.? derudover er der fra branchens side en holdning til, at der er store omkostninger forbundet med at løse den her nye opgave for staten. det fremgår ikke rigtig af lovforslaget, præcist hvor store omkostninger ministeriet mener man pålægger branchen. det vil vi gerne have afklaret i forbindelse med udvalgsarbejdet, og vi vil også gerne have en debat om, om det ikke også er rimeligt, at vi betaler for den musik, vi bestiller, kan man sige. der er i høringssvarene også kritik af, at det i forslaget om telelov indskrives, at politiet giver adgang til logning af oplysninger vedrø‐ rende imei-oplysninger. det er en bestemmelse, der efter branchens opfattelse rettelig hører til i retsplejeloven. begrundelsen for, at man placerer det her i telelovgivningen i stedet for i retsplejeloven, vil vi gerne spørge ind til. derudover vil vi selvfølgelig også gerne spørge ind til, hvordan det hænger sammen i forhold til den dom, der lige netop er afsagt i eu. det er jo ikke det samme, som at jeg her siger, at vi eventuelt ikke kan stemme for. men der er i hvert fald nogle ting, som vi har brug for at stille nogle spørgsmål til. endelig synes vi ikke, at vi kommer i mål med ambitionen fra teleforliget om at finde en gennemskuelig og ensartet model for fastsættelse af masteleje. det er en problemstilling, der er en stor barriere for, at vi kan få ordentlig mobildækning i danmark. det er et fremskridt, at ministeren får hjemmel til at fastsætte regler, hvis der ikke kan etableres en fornuftig praksis ad frivillighedens vej. det fremgår dog af ministeriets bemærkninger til høringssvarene, at der tidligst forventes at blive fastsat ensartede regler af ministeren, hvis man ikke kan finde en frivillig løsning, når et nyt ejendomsvur‐ deringssystem er fuldt ud implementeret og i brug. det mener vi ikke er godt nok, for så kan det jo have lange udsigter, inden vi får nogle regler her, der kan sørge for, at vi får en ordentlig udrulning i danmark. det vil vi gerne have nogle bedre bud på. endelig løser vi ikke med dette lovforslag den problemstilling, at det i områder, hvor vi stiller dækningskrav, i flere tilfælde ikke har været muligt for selskaberne at få lov at sætte master op. det er en uholdbar situation både for selskaberne og for borgerne. det er en problemstilling, som vi også håber vi kan finde en løsning på i forbindelse med udvalgsbehandlingen. til allersidst skal det pointeres, at det her lovforslag bliver færdigbehandlet så sent, at selskaberne i en del tilfælde får så kort frist, at der er en række krav, som det ganske enkelt bliver umuligt at leve op til for dem, inden loven træder i kraft. vi bliver også nødt til at kigge på, hvordan vi får det løst. tak for ordet.",2020-10-22T15:46:00Z,1908,Christoffer Aagaard Melson,2020,Venstre,2019-,23
Karen Ellemann,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2716,": tak til ordføreren. der er ingen korte bemærkninger til ordføreren. den næste ordfører kommer fra dansk folkeparti, og det er hr. morten messerschmidt. ordfører ",2020-10-22T15:51:00Z,1909,Karen Ellemann,2020,Venstre,2019-,23
Sikandar Siddique,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,1171,": ordføreren er politisk leder, men jeg kan tydeligt se, at spørgeren har rigtig, rigtig svært ved at se bort fra min religiøse baggrund det er fuldstændig tydeligt. og det er faktisk et klokkeklart bevis på den diskrimination, den demokratiske apartheid, som jeg snakker om. men lad mig nu prøve at svare på de mange, mange spørgs‐ mål, hvor svaret er en selvfølge. jeg har i sidste folketingssamling fremsat masser af forslag omkring kvinderettigheder, og det vil jeg fortsætte med at gøre. og jeg vil også fortsætte med at kæmpe for minoritetskvinder første næstformand karen ellemann : tak! , altså at de kommer ud af de uheldige forhold, der måtte være.",2020-10-08T21:15:00Z,191,Sikandar Siddique,2020,Alternativet,2019-,23
Morten Messerschmidt,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2717,": tak, formand. danmark er et dejligt land, hvor vi som regel er på forkant med den teknologiske udvikling. vi udvikler og er frontfø‐ rende inden for teknologier, på hightech og sundhedsprodukter, og der er nærmest ikke et område, hvor danmark ikke er verdensmester. og alligevel, når man kører rundt i fædrelandet, kan man risikere at blive afbrudt så mange gange på sin telefon, selv tæt på store byer, at man skulle tro, man befandt sig i et uland. det kan være en ren kavalkade af forskellige netværk og selskaber, man får ind på sin telefon, hvis man forvilder sig op langs nord- eller østkysten og er for tæt på sverige. det samme gælder, når man kører man rundt i det rene vildnis, som jylland må være, ja, så kan man blive smidt af netværket utallige gange. det prøver vi med det her lovforslag at rette op på ved at sørge for, at vores telefonteknologi ikke bare er opdateret til europæiske standarder, men er ligefrem foran, og vi er mange, der bor i det udkantsdanmark, der kan være charlottenlund og gentofte, der er rigtig, rigtig glade for det. vi har store håb om det her og har store forventninger til, at ministerens lovforslag her løfter danmark ind i den superliga på telefonområdet, som vi er på animalske produkter, som vi er på sundhedsprodukter, som vi er på vindmøller og på så mange andre ting. det fortjener danskerne, det fortjener europæerne, og det håber vi på ministeren kan levere. tak, formand.",2020-10-22T15:51:00Z,1910,Morten Messerschmidt,2020,Dansk Folkeparti,2019-,23
Karen Ellemann,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2718,": tak til ordføreren for dansk folkeparti. næste ordfører kommer fra radikale venstre, og det er hr. ruben kidde. velkommen. torsdag den 22. oktober 2020 59 : tak til ordføreren. der er ingen korte bemærkninger til ordføreren. den næste ordfører kommer fra socialistisk folkeparti, og det er fru signe munk. ordfører ",2020-10-22T15:53:00Z,1911,Karen Ellemann,2020,Venstre,2019-,23
Signe Munk,20201_M6_referat,20201,6,"Referat af møde 6 den 22. oktober, 2020 kl. 10.00",22-10-2020,2719,": tak for det. lovforslaget støtter på flere områder forbrugernes rettig‐ heder på det fremtidige telemarked, samtidig med at der bidrages til mere konkurrence på telemarkedet. det gavner udbredelsen af det moderne kommunikationsnet og af tjenester i hele danmark, hvilket selvfølgelig er glædeligt for forbrugerne og virksomhederne. i sf er vi på forbrugernes side, når det kommer til telelovgiv‐ ning. i sf har vi dog et stort problem med § 13 og mener derfor på linje med det radikale venstre, at forslaget bør splittes op, for det er ret afgørende for sf s støtte til lovforslaget.",2020-10-22T15:56:00Z,1912,Signe Munk,2020,Socialistisk Folkeparti,2019-,23
Henrik Dam Kristensen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,271,: tak for det. så er det hr. peter skaarup.,2020-10-08T10:16:00Z,1913,Henrik Dam Kristensen,2020,Socialdemokratiet,2019-,24
